,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,show,projectrank_placing
10,awesome-gpts,taranjeet/awesome-gpts,['python'],data-engineering,https://github.com/taranjeet/awesome-gpts,https://github.com/taranjeet/awesome-gpts,MIT,2023-11-10 15:58:26,2024-01-03 10:28:09,2023-12-06 16:57:28,131,,80.0,17,47,3.0,43.0,1184,,,,Collection of all the GPTs created by the community.,28.0,13,True,2
11,best-of-ml-rust,e-tornike/best-of-ml-rust,,data-engineering,https://github.com/e-tornike/best-of-ml-rust,https://github.com/e-tornike/best-of-ml-rust,CC-BY-SA-4.0,2021-02-09 10:37:33,2024-03-18 10:12:19,2024-03-18 10:12:19,171,15.0,4.0,11,113,57.0,,222,2024-03-04 07:32:42,2024.03.01,28.0,A ranked list of awesome machine learning Rust libraries.,2.0,13,True,2
12,best-of-scala,stkeky/best-of-scala,,programming-languages,https://github.com/stkeky/best-of-scala,https://github.com/stkeky/best-of-scala,CC-BY-SA-4.0,2023-03-13 21:28:43,2024-03-28 18:19:26,2024-03-25 22:46:18,114,13.0,19.0,10,95,3.0,9.0,208,2024-03-19 10:12:18,2024.03.14,32.0,A ranked list of awesome Scala projects. Updated weekly.,13.0,13,True,3
13,best-of-streamlit,jrieke/best-of-streamlit,['python'],data-engineering,https://github.com/jrieke/best-of-streamlit,https://github.com/jrieke/best-of-streamlit,CC-BY-SA-4.0,2021-01-09 00:40:46,2024-03-25 12:03:07,2021-05-03 18:03:14,111,,117.0,17,125,98.0,4.0,888,2021-05-03 17:59:01,2021.05.03-17.47,8.0,A ranked gallery of awesome streamlit apps built by the community.,4.0,12,False,3
14,best-of-digital-gardens,lyz-code/best-of-digital-gardens,,documentation,https://github.com/lyz-code/best-of-digital-gardens,https://github.com/lyz-code/best-of-digital-gardens,CC-BY-SA-4.0,2022-04-21 16:32:43,2024-03-27 18:23:36,2024-03-27 18:23:22,803,92.0,17.0,6,23,,2.0,296,,,,Ranked list of awesome digital gardens / second brains.,15.0,12,True,3
15,thumbor/awesome-thumbor,thumbor/awesome-thumbor,,others,https://github.com/thumbor/awesome-thumbor,https://github.com/thumbor/awesome-thumbor,CC-BY-SA-4.0,2022-01-23 23:37:02,2024-03-27 22:18:58,2024-03-27 20:16:31,712,89.0,4.0,6,806,2.0,,45,2022-01-23 23:40:03,2022.01.23,1.0,"Everything thumbor, awesomely curated & updated weekly.",4.0,12,True,3
16,best-of-django,fkromer/best-of-django,['python'],web-dev,https://github.com/fkromer/best-of-django,https://github.com/fkromer/best-of-django,CC-BY-SA-4.0,2022-10-04 19:22:03,2024-03-01 12:05:37,2024-03-01 12:05:36,216,6.0,,2,45,,,7,,,,A ranked list of awesome Django related Python packages.,,7,True,3
17,best-of-fastapi,fkromer/best-of-fastapi,['python'],web-dev,https://github.com/fkromer/best-of-fastapi,https://github.com/fkromer/best-of-fastapi,CC-BY-SA-4.0,2022-11-27 14:22:10,2024-03-28 18:06:53,2024-03-21 19:14:09,100,13.0,,2,77,,,5,,,,List of automatically rated Python packages for FastAPI.,2.0,6,True,3
18,best-of-ml-julia,e-tornike/best-of-ml-julia,,data-engineering,https://github.com/e-tornike/best-of-ml-julia,https://github.com/e-tornike/best-of-ml-julia,CC-BY-SA-4.0,2021-02-09 10:50:31,2021-11-15 12:28:02,2021-09-16 07:59:38,44,,2.0,2,38,,,14,2021-05-10 14:35:56,2021.05.10,3.0,A ranked list of awesome machine learning Julia libraries.,2.0,5,False,3
19,best-of-react-native,fkromer/best-of-react-native,,native-dev,https://github.com/fkromer/best-of-react-native,https://github.com/fkromer/best-of-react-native,CC-BY-SA-4.0,2023-04-30 19:12:38,2024-03-28 18:02:31,2024-03-21 19:14:25,125,24.0,,2,52,,,1,,,,,,5,False,1
20,best-of-vue,fkromer/best-of-vue,['javascript'],web-dev,https://github.com/fkromer/best-of-vue,https://github.com/fkromer/best-of-vue,CC-BY-SA-4.0,2022-12-03 16:39:34,2024-03-28 18:08:47,2024-03-21 19:13:57,127,12.0,,2,88,,,1,,,,,2.0,4,False,3
